Lorong,21:50:01,-120,-120,-120,-120,-91
Lorong,21:50:02,-120,-120,-94,-120,-83
Lorong,21:50:03,-120,-120,-94,-120,-88
Lorong,21:50:05,-120,-120,-120,-120,-86
Lorong,21:50:06,-120,-120,-120,-120,-86
Lorong,21:50:07,-120,-120,-120,-95,-120
Lorong,21:50:08,-120,-120,-91,-120,-93
Lorong,21:50:09,-120,-120,-93,-120,-93
Lorong,21:50:11,-120,-120,-120,-90,-88
Lorong,21:50:12,-120,-120,-120,-120,-94
Lorong,21:50:13,-120,-120,-89,-120,-83
Lorong,21:50:14,-120,-120,-120,-120,-87
Lorong,21:50:15,-120,-120,-120,-97,-89
Lorong,21:50:17,-120,-120,-120,-120,-90
Lorong,21:50:18,-120,-120,-120,-120,-92
Lorong,21:50:19,-120,-92,-120,-120,-120
Lorong,21:50:20,-120,-92,-120,-120,-92
Lorong,21:50:21,-120,-87,-94,-120,-92
Lorong,21:50:22,-120,-91,-120,-120,-89
Lorong,21:50:23,-120,-95,-120,-120,-90
